market_segment,previous_cancellations,deposit_type,days_in_waiting_list,customer_type,reserved_room_type,required_car_parking_spaces,total_of_special_requests,lead_time,is_canceled
Online TA,0,No Deposit,0,Transient,A,1,1,75,0
Corporate,0,No Deposit,0,Transient,A,0,0,9,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,252,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,30,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,41,0
Corporate,0,No Deposit,0,Transient,A,0,0,1,0
Direct,0,No Deposit,0,Transient-Party,F,0,0,15,0
Online TA,0,No Deposit,0,Transient,Others,1,0,107,0
Others,0,No Deposit,0,Transient,D,0,1,1,0
Online TA,0,No Deposit,0,Transient,D,0,0,184,1
Direct,0,No Deposit,0,Transient,G,1,1,170,0
Offline TA/TO,1,No Deposit,0,Group,A,0,0,2,0
Direct,0,No Deposit,0,Transient,A,0,0,30,1
Online TA,0,No Deposit,0,Transient,E,0,1,0,0
Online TA,0,No Deposit,0,Transient,A,0,0,83,0
Online TA,0,No Deposit,0,Transient,Others,0,1,40,1
Groups,0,No Deposit,0,Transient-Party,D,0,0,152,0
Direct,0,No Deposit,0,Transient,F,0,0,171,0
Online TA,0,No Deposit,0,Transient,D,0,0,5,0
Online TA,0,No Deposit,0,Transient,Others,1,1,317,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,168,0
Online TA,0,No Deposit,0,Transient,D,0,1,99,0
Online TA,0,No Deposit,0,Transient,Others,0,0,31,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,134,0
Groups,0,No Deposit,0,Transient-Party,Others,1,0,203,0
Others,1,No Deposit,0,Transient,A,0,1,14,1
Others,0,No Deposit,0,Transient,D,0,1,8,0
Online TA,0,No Deposit,0,Transient,Others,0,1,57,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,156,0
Direct,0,No Deposit,0,Transient-Party,E,0,0,26,0
Online TA,0,No Deposit,0,Transient,B,0,0,45,0
Direct,0,No Deposit,0,Transient,G,0,0,67,0
Direct,0,No Deposit,0,Transient,A,0,1,3,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,212,0
Online TA,0,No Deposit,0,Transient,A,0,0,2,0
Online TA,0,No Deposit,0,Transient,D,1,1,98,0
Direct,1,No Deposit,0,Transient,E,0,0,92,1
Online TA,0,No Deposit,0,Transient,A,1,1,62,0
Online TA,0,No Deposit,0,Transient,Others,0,0,62,1
Direct,0,No Deposit,0,Transient,A,0,1,162,0
Direct,0,No Deposit,0,Transient,Others,0,1,135,0
Online TA,0,No Deposit,0,Transient,D,1,1,7,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,29,0
Direct,0,No Deposit,0,Transient,F,0,1,123,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,344,0
Online TA,0,No Deposit,0,Transient-Party,E,1,1,33,0
Direct,0,No Deposit,0,Transient,E,1,1,113,0
Online TA,0,No Deposit,0,Transient,G,0,1,349,0
Direct,0,No Deposit,0,Transient,F,1,1,133,0
Online TA,0,No Deposit,0,Contract,B,1,1,259,0
Online TA,0,No Deposit,0,Transient,F,0,0,41,0
Groups,0,No Deposit,0,Transient,B,0,1,1,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,396,0
Direct,0,No Deposit,0,Transient,A,0,1,5,0
Online TA,0,No Deposit,0,Transient,Others,0,1,2,1
Direct,0,No Deposit,0,Transient,E,0,1,4,0
Offline TA/TO,0,No Deposit,0,Transient,D,1,1,85,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,265,0
Direct,0,No Deposit,0,Transient-Party,A,1,0,6,0
Online TA,0,No Deposit,0,Transient,D,0,0,85,1
Online TA,1,No Deposit,0,Transient,A,0,1,268,1
Online TA,0,No Deposit,0,Transient,A,0,0,99,1
Online TA,0,No Deposit,0,Transient,F,1,1,9,0
Online TA,0,No Deposit,0,Transient,Others,0,0,7,0
Online TA,0,No Deposit,0,Transient,G,0,1,64,0
Corporate,0,Non Refund,0,Transient-Party,E,0,0,157,1
Online TA,0,No Deposit,0,Transient-Party,B,0,0,259,1
Online TA,0,No Deposit,0,Transient,E,0,1,191,1
Direct,0,No Deposit,0,Transient,D,0,0,0,0
Groups,0,No Deposit,0,Transient-Party,D,0,1,23,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,126,0
Online TA,1,No Deposit,0,Contract,Others,0,1,11,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,170,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,223,1
Online TA,0,No Deposit,0,Transient,E,0,1,45,1
Online TA,0,No Deposit,0,Transient,E,0,0,113,0
Online TA,0,No Deposit,0,Transient,Others,0,1,59,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,0,104,0
Offline TA/TO,1,No Deposit,0,Transient,D,0,0,11,0
Direct,0,No Deposit,0,Transient-Party,B,0,1,60,0
Online TA,0,No Deposit,0,Transient,A,0,0,182,0
Direct,0,No Deposit,0,Transient-Party,A,0,1,42,0
Online TA,0,No Deposit,0,Contract,A,0,1,10,1
Online TA,0,No Deposit,0,Transient,A,0,0,120,1
Others,0,No Deposit,0,Transient,D,0,0,21,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,3,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,266,0
Online TA,0,No Deposit,0,Transient,A,0,1,2,1
Others,1,No Deposit,0,Transient,D,0,0,5,1
Direct,0,No Deposit,0,Transient,B,0,0,91,0
Online TA,0,No Deposit,0,Contract,A,0,1,37,0
Online TA,0,No Deposit,0,Transient,F,1,0,166,0
Online TA,0,No Deposit,0,Transient,A,0,1,203,1
Corporate,0,No Deposit,0,Transient,A,1,1,33,0
Groups,0,No Deposit,0,Transient,A,0,0,3,0
Online TA,0,No Deposit,0,Transient,G,0,1,58,0
Online TA,0,No Deposit,0,Transient,Others,0,0,39,0
Online TA,1,No Deposit,0,Transient,E,0,1,200,1
Online TA,0,No Deposit,0,Transient,F,0,1,151,0
Online TA,0,No Deposit,0,Transient,E,0,1,302,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,140,0
Online TA,0,No Deposit,0,Transient,B,0,1,266,1
Online TA,0,No Deposit,0,Transient,D,0,1,19,1
Offline TA/TO,0,No Deposit,0,Transient,E,1,0,158,0
Direct,0,No Deposit,0,Transient,Others,0,1,19,0
Direct,0,No Deposit,0,Transient,D,0,0,6,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,174,0
Online TA,0,No Deposit,0,Transient,E,0,0,30,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,14,0
Online TA,0,No Deposit,0,Transient,B,0,1,316,1
Online TA,0,No Deposit,0,Transient,E,0,1,333,0
Online TA,0,No Deposit,0,Transient,Others,1,0,6,0
Direct,0,No Deposit,0,Group,A,0,1,121,0
Others,0,No Deposit,0,Transient,D,1,1,5,0
Others,0,No Deposit,0,Transient,F,0,1,6,0
Direct,0,No Deposit,0,Transient,G,1,1,8,0
Online TA,0,No Deposit,0,Transient,E,0,1,25,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,119,0
Groups,1,Non Refund,0,Transient,A,0,0,259,1
Online TA,0,No Deposit,0,Contract,D,0,1,21,1
Groups,0,No Deposit,0,Transient-Party,E,0,1,257,0
Direct,0,No Deposit,0,Transient,Others,0,0,33,0
Direct,0,No Deposit,0,Group,A,0,1,2,0
Direct,0,No Deposit,0,Transient,D,0,1,7,0
Online TA,0,Non Refund,0,Transient-Party,B,0,0,186,0
Online TA,0,No Deposit,0,Transient,G,0,1,112,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,42,1
Groups,0,No Deposit,0,Transient-Party,G,0,0,66,1
Online TA,0,No Deposit,0,Transient,A,0,1,218,0
Online TA,0,No Deposit,0,Transient-Party,D,0,0,53,0
Online TA,0,No Deposit,0,Contract,A,1,1,201,0
Direct,0,No Deposit,0,Transient,A,0,0,131,1
Direct,0,No Deposit,0,Transient,F,0,0,164,0
Online TA,0,No Deposit,0,Transient,G,1,1,25,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,83,0
Online TA,0,No Deposit,0,Transient,A,0,0,75,0
Online TA,0,No Deposit,0,Transient,F,1,1,41,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,71,0
Online TA,0,No Deposit,0,Transient,B,0,0,208,1
Online TA,0,No Deposit,0,Transient,F,0,0,71,1
Online TA,0,No Deposit,0,Transient,A,1,0,0,0
Online TA,1,No Deposit,0,Transient,A,0,0,131,1
Direct,0,No Deposit,0,Transient,E,0,1,43,0
Online TA,0,No Deposit,0,Transient,F,0,0,155,0
Direct,0,No Deposit,0,Transient-Party,A,1,1,45,0
Online TA,0,No Deposit,0,Transient,A,0,1,129,0
Online TA,0,No Deposit,0,Transient-Party,G,1,1,331,0
Direct,0,No Deposit,0,Transient,E,0,1,32,1
Online TA,0,No Deposit,0,Transient,A,0,1,2,0
Online TA,0,No Deposit,0,Transient,A,0,1,8,1
Online TA,0,No Deposit,0,Transient,G,1,1,15,0
Direct,0,No Deposit,0,Transient-Party,B,0,1,6,0
Online TA,0,No Deposit,0,Transient,Others,1,0,37,0
Online TA,0,No Deposit,0,Transient,F,0,0,163,1
Direct,0,No Deposit,0,Transient-Party,E,0,1,297,0
Direct,0,No Deposit,0,Transient,F,1,1,32,0
Online TA,0,No Deposit,0,Transient,D,0,1,17,1
Online TA,0,No Deposit,0,Transient,Others,0,1,14,0
Corporate,0,No Deposit,0,Transient,E,0,1,13,0
Offline TA/TO,0,No Deposit,0,Contract,D,1,1,210,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,0,0
Direct,0,No Deposit,0,Transient,Others,0,0,40,1
Online TA,0,No Deposit,0,Transient,A,0,0,190,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,103,0
Groups,0,No Deposit,0,Transient-Party,D,0,1,74,0
Online TA,0,No Deposit,0,Transient,A,1,1,219,0
Direct,0,No Deposit,0,Transient,Others,1,0,10,0
Direct,0,No Deposit,0,Transient,D,0,0,200,1
Online TA,0,No Deposit,0,Transient,D,0,1,65,0
Direct,0,No Deposit,0,Transient,Others,0,0,62,1
Online TA,0,No Deposit,0,Transient,A,0,0,5,1
Direct,0,No Deposit,0,Transient,G,1,0,141,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,89,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,118,0
Online TA,0,No Deposit,0,Transient,F,0,0,20,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,117,0
Direct,0,No Deposit,0,Transient-Party,D,0,1,227,0
Online TA,0,No Deposit,0,Transient-Party,F,0,1,17,0
Online TA,0,No Deposit,0,Transient,F,0,0,62,1
Online TA,0,No Deposit,0,Transient,D,0,1,55,0
Direct,0,No Deposit,0,Transient,D,0,1,76,0
Online TA,0,No Deposit,0,Transient,G,0,0,87,1
Online TA,0,No Deposit,0,Transient,A,0,1,139,1
Offline TA/TO,1,No Deposit,0,Transient,E,0,0,178,1
Direct,0,No Deposit,0,Transient,A,0,1,136,0
Online TA,1,No Deposit,0,Transient,D,0,1,235,1
Direct,0,No Deposit,0,Transient,G,0,1,71,1
Direct,0,No Deposit,0,Transient,A,0,1,147,0
Corporate,1,No Deposit,0,Transient,D,1,1,5,0
Direct,0,No Deposit,0,Transient,E,0,1,126,0
Groups,0,No Deposit,0,Transient-Party,A,0,0,211,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,286,0
Direct,1,No Deposit,0,Transient,D,0,0,5,1
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,88,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,128,0
Offline TA/TO,0,No Deposit,0,Transient,Others,1,0,53,0
Online TA,0,No Deposit,0,Contract,D,0,1,130,0
Groups,0,No Deposit,0,Transient-Party,D,0,0,283,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,289,0
Corporate,0,No Deposit,0,Transient-Party,A,0,0,4,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,214,0
Direct,0,No Deposit,0,Transient-Party,B,0,1,108,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,14,0
Direct,0,No Deposit,0,Transient,G,1,1,104,0
Online TA,0,No Deposit,0,Transient,D,0,1,191,0
Offline TA/TO,0,No Deposit,0,Transient-Party,G,0,0,78,1
Online TA,0,No Deposit,0,Transient,D,0,1,110,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,0,0
Online TA,0,No Deposit,0,Transient,D,0,0,134,0
Direct,0,No Deposit,0,Transient-Party,F,0,1,79,0
Groups,0,No Deposit,0,Transient,D,0,0,214,0
Offline TA/TO,0,No Deposit,0,Transient,G,1,0,8,0
Direct,0,No Deposit,0,Transient,E,0,0,10,0
Online TA,0,No Deposit,0,Transient,E,1,0,103,0
Groups,0,No Deposit,0,Transient,A,0,0,155,0
Direct,0,No Deposit,0,Transient,E,0,1,100,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,0,171,0
Online TA,0,No Deposit,0,Transient-Party,A,1,0,99,0
Direct,0,No Deposit,0,Transient,G,1,0,40,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,70,0
Online TA,0,No Deposit,0,Transient,Others,1,1,1,0
Online TA,0,No Deposit,0,Group,E,0,1,2,0
Others,1,No Deposit,0,Transient,A,0,0,0,0
Online TA,0,No Deposit,0,Transient,D,0,0,40,1
Online TA,0,No Deposit,0,Transient,D,0,0,38,0
Online TA,0,No Deposit,0,Transient,D,1,0,28,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,0,14,0
Online TA,0,No Deposit,0,Transient,A,1,0,25,0
Direct,0,No Deposit,0,Transient,B,0,1,138,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,149,1
Groups,0,No Deposit,0,Transient-Party,D,1,0,151,0
Corporate,0,No Deposit,0,Transient,D,0,1,13,0
Direct,0,No Deposit,0,Transient-Party,F,0,0,177,1
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,41,0
Online TA,0,No Deposit,0,Transient,A,0,1,154,0
Corporate,0,Non Refund,0,Transient,A,0,1,72,1
Others,1,No Deposit,0,Transient,A,0,0,6,1
Online TA,0,No Deposit,0,Transient,Others,1,1,3,0
Online TA,0,No Deposit,0,Transient-Party,F,1,0,36,0
Online TA,0,No Deposit,0,Transient-Party,F,0,1,307,0
Online TA,1,No Deposit,0,Contract,D,0,1,9,1
Online TA,0,No Deposit,0,Transient,E,0,1,130,1
Offline TA/TO,0,No Deposit,0,Transient-Party,E,0,0,87,0
Offline TA/TO,0,No Deposit,0,Transient,D,1,1,115,0
Online TA,0,No Deposit,0,Transient-Party,A,0,1,268,0
Direct,0,No Deposit,0,Transient,A,0,1,10,0
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,30,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,15,0
Online TA,0,No Deposit,0,Transient,F,0,1,55,0
Online TA,0,No Deposit,0,Transient,A,1,1,94,0
Direct,0,No Deposit,0,Transient,F,1,1,169,0
Offline TA/TO,0,No Deposit,0,Contract,A,0,1,91,0
Online TA,0,No Deposit,0,Transient,A,0,1,5,1
Offline TA/TO,0,No Deposit,0,Contract,E,0,0,113,0
Online TA,0,No Deposit,0,Transient,F,0,1,19,1
Direct,0,No Deposit,0,Transient,A,1,0,6,0
Online TA,0,No Deposit,0,Transient,D,0,1,245,0
Online TA,0,No Deposit,0,Transient,D,0,1,200,1
Online TA,0,No Deposit,0,Transient,D,0,1,62,1
Online TA,0,No Deposit,0,Contract,A,1,1,18,0
Online TA,0,No Deposit,0,Transient-Party,D,0,1,12,0
Direct,0,No Deposit,0,Transient-Party,E,1,0,41,0
Direct,0,No Deposit,0,Transient,F,0,0,21,1
Online TA,0,No Deposit,0,Contract,D,0,1,2,0
Direct,0,No Deposit,0,Transient,G,0,1,40,0
Corporate,0,No Deposit,0,Transient,D,0,1,4,0
Online TA,0,No Deposit,0,Transient,A,0,1,39,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,19,0
Online TA,0,No Deposit,0,Transient,D,0,1,175,1
Offline TA/TO,0,No Deposit,0,Group,A,0,1,308,0
Corporate,0,No Deposit,0,Transient,D,0,1,0,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,0,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,1,57,0
Direct,0,No Deposit,0,Transient,E,0,1,112,1
Online TA,0,No Deposit,0,Contract,A,0,1,12,1
Online TA,0,No Deposit,0,Transient-Party,A,0,0,69,0
Direct,0,No Deposit,0,Transient,E,0,1,192,0
Online TA,0,No Deposit,0,Transient,B,0,1,24,1
Online TA,0,No Deposit,0,Transient,G,0,1,74,1
Groups,0,No Deposit,0,Transient-Party,D,0,0,155,1
Direct,0,No Deposit,0,Transient,E,0,1,64,0
Direct,0,No Deposit,0,Transient,A,1,1,1,0
Online TA,0,No Deposit,0,Transient,D,1,1,42,0
Online TA,0,No Deposit,0,Transient,E,0,1,58,0
Online TA,0,No Deposit,0,Transient,D,0,0,29,1
Direct,0,No Deposit,0,Transient,D,1,1,120,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,147,0
Offline TA/TO,0,No Deposit,0,Transient-Party,B,0,1,110,0
Online TA,0,No Deposit,0,Transient,B,0,0,222,0
Others,1,No Deposit,0,Transient,D,0,1,0,0
Online TA,0,No Deposit,0,Transient,A,0,1,15,1
Online TA,0,No Deposit,0,Transient,E,0,1,211,1
Online TA,0,No Deposit,0,Group,D,0,0,7,0
Direct,0,No Deposit,0,Transient,E,0,1,19,0
Direct,0,No Deposit,0,Transient,A,1,0,96,0
Others,1,No Deposit,0,Transient,A,1,1,5,0
Online TA,0,No Deposit,0,Transient,G,0,0,115,0
Online TA,0,No Deposit,0,Transient-Party,B,0,1,107,0
Corporate,0,No Deposit,0,Transient-Party,D,0,0,17,0
Online TA,0,No Deposit,0,Transient,D,0,1,50,0
Online TA,0,No Deposit,0,Transient,D,0,0,167,0
Online TA,0,No Deposit,0,Transient,D,0,0,114,1
Direct,0,No Deposit,0,Transient-Party,E,1,1,199,0
Offline TA/TO,0,No Deposit,0,Transient,Others,0,0,64,0
Online TA,0,No Deposit,0,Transient,Others,0,1,24,1
Groups,0,No Deposit,0,Transient-Party,A,0,0,168,0
Direct,0,No Deposit,0,Transient,F,0,0,65,0
Direct,0,No Deposit,0,Transient,D,0,1,72,0
Online TA,0,No Deposit,0,Transient,Others,0,1,62,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,163,0
Direct,0,No Deposit,0,Transient,Others,0,0,0,0
Direct,0,No Deposit,0,Transient,A,0,1,139,0
Groups,0,No Deposit,0,Transient-Party,D,0,1,221,0
Online TA,0,No Deposit,0,Transient,D,0,0,91,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,12,1
Online TA,0,No Deposit,0,Transient,F,1,1,16,0
Groups,0,No Deposit,0,Transient-Party,A,0,1,542,0
Direct,0,No Deposit,0,Transient-Party,E,0,1,52,0
Online TA,0,No Deposit,0,Transient,D,1,0,186,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,397,0
Direct,0,No Deposit,0,Transient,Others,0,1,151,0
Online TA,1,No Deposit,0,Transient-Party,A,0,0,288,1
Online TA,0,No Deposit,0,Transient,A,0,0,68,0
Corporate,1,No Deposit,0,Transient,D,1,1,2,0
Offline TA/TO,0,No Deposit,0,Contract,D,0,1,241,0
Online TA,0,No Deposit,0,Transient,A,1,1,11,0
Online TA,0,No Deposit,0,Transient-Party,E,0,1,89,0
Online TA,0,No Deposit,0,Transient-Party,A,0,0,117,0
Direct,0,No Deposit,0,Transient,D,0,0,5,0
Online TA,0,No Deposit,0,Transient,G,0,1,6,0
Corporate,0,No Deposit,0,Transient-Party,A,1,1,1,0
Online TA,0,No Deposit,0,Transient,A,0,0,177,1
Direct,0,No Deposit,0,Transient,E,0,1,23,1
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,6,0
Online TA,0,No Deposit,0,Transient,E,0,0,124,0
Direct,0,No Deposit,0,Transient,Others,0,1,16,0
Online TA,0,No Deposit,0,Transient,F,0,1,5,0
Online TA,0,No Deposit,0,Transient,D,1,1,274,0
Online TA,0,No Deposit,0,Transient,Others,1,1,145,0
Online TA,0,No Deposit,0,Transient,E,0,1,151,0
Online TA,0,No Deposit,0,Transient,G,0,1,20,0
Online TA,0,No Deposit,0,Transient,A,0,1,7,1
Online TA,0,No Deposit,0,Transient-Party,D,0,1,158,0
Online TA,0,No Deposit,0,Contract,F,0,0,15,1
Online TA,0,No Deposit,0,Transient-Party,A,1,1,206,0
Online TA,0,No Deposit,0,Transient,B,0,1,258,0
Online TA,1,No Deposit,0,Transient-Party,A,0,1,198,1
Online TA,1,No Deposit,0,Transient-Party,A,0,1,270,1
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,1,36,0
Offline TA/TO,1,No Deposit,0,Group,A,0,1,61,1
Online TA,0,No Deposit,0,Transient-Party,A,0,1,94,0
Direct,0,No Deposit,0,Transient,E,0,0,16,0
Online TA,0,No Deposit,0,Transient-Party,D,1,1,54,0
Corporate,1,No Deposit,0,Transient,A,0,1,0,0
Groups,0,No Deposit,0,Transient-Party,B,0,1,240,0
Online TA,0,No Deposit,0,Transient,A,0,1,81,1
Online TA,0,No Deposit,0,Contract,D,0,0,0,0
Online TA,0,No Deposit,0,Transient,Others,1,1,11,0
Online TA,0,No Deposit,0,Transient,E,0,1,188,0
Online TA,0,No Deposit,0,Transient,A,0,0,169,0
Direct,0,No Deposit,0,Transient,F,0,1,158,1
Online TA,0,No Deposit,0,Transient,E,0,0,18,1
Groups,0,No Deposit,0,Transient-Party,A,0,1,63,0
Online TA,0,No Deposit,0,Transient,E,0,1,2,0
Online TA,0,No Deposit,0,Transient,D,0,0,83,1
Direct,0,No Deposit,0,Transient,D,0,1,92,0
Direct,0,No Deposit,0,Transient,Others,0,1,89,0
Online TA,0,No Deposit,0,Transient,D,0,1,110,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,176,0
Online TA,0,No Deposit,0,Transient-Party,A,1,1,190,0
Online TA,0,No Deposit,0,Transient,A,0,1,68,1
Online TA,0,No Deposit,0,Transient,F,0,1,28,0
Online TA,0,No Deposit,0,Transient,E,0,0,153,1
Online TA,0,No Deposit,0,Transient,D,0,1,18,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,29,0
Online TA,0,No Deposit,0,Transient,E,0,0,126,1
Offline TA/TO,0,No Deposit,0,Transient,A,0,1,35,0
Offline TA/TO,0,No Deposit,0,Group,A,1,1,1,0
Online TA,0,No Deposit,0,Transient,A,0,1,280,1
Online TA,0,No Deposit,0,Transient,E,0,1,140,0
Online TA,0,No Deposit,0,Transient,D,0,1,53,1
Others,0,No Deposit,0,Transient,A,0,1,2,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,0,95,0
Online TA,0,No Deposit,0,Transient,E,0,1,232,0
Online TA,0,No Deposit,0,Transient,E,1,0,69,0
Direct,0,No Deposit,0,Transient,D,0,0,3,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,0,0,71,0
Corporate,0,Non Refund,0,Transient,A,0,1,73,1
Online TA,0,No Deposit,0,Contract,D,0,1,37,0
Corporate,1,No Deposit,0,Transient,A,0,0,8,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,17,1
Online TA,0,No Deposit,0,Transient,A,0,0,149,0
Direct,0,No Deposit,0,Transient,Others,0,1,54,0
Online TA,0,No Deposit,0,Transient-Party,D,1,1,29,0
Online TA,0,No Deposit,0,Transient,D,1,1,14,0
Offline TA/TO,0,No Deposit,0,Transient,E,0,0,7,1
Direct,1,No Deposit,0,Transient,A,0,0,21,1
Groups,0,No Deposit,0,Transient,A,0,0,7,0
Online TA,0,No Deposit,0,Transient,A,1,1,12,0
Online TA,0,No Deposit,0,Transient,F,0,1,58,1
Offline TA/TO,0,No Deposit,0,Contract,A,0,0,103,0
Online TA,0,No Deposit,0,Contract,F,1,0,3,0
Direct,0,No Deposit,0,Transient,D,0,1,84,0
Offline TA/TO,0,No Deposit,0,Transient,D,0,1,198,0
Corporate,0,No Deposit,0,Transient,A,0,0,4,1
Direct,0,No Deposit,0,Transient,E,0,0,100,0
Direct,0,No Deposit,0,Transient,B,0,0,227,1
Corporate,0,No Deposit,0,Transient,A,0,0,16,0
Direct,0,No Deposit,0,Group,D,0,0,12,0
Online TA,1,No Deposit,0,Contract,D,0,1,8,1
Online TA,0,No Deposit,0,Contract,A,0,1,39,0
Online TA,0,No Deposit,0,Contract,B,0,0,26,0
Online TA,0,No Deposit,0,Transient-Party,B,0,0,0,0
Online TA,0,No Deposit,0,Transient,F,0,0,82,0
Online TA,0,No Deposit,0,Transient,G,0,0,135,0
Direct,0,No Deposit,0,Transient,E,0,0,49,1
Offline TA/TO,0,No Deposit,0,Transient,A,1,1,101,0
Online TA,1,No Deposit,0,Transient-Party,A,0,0,7,0
Direct,0,No Deposit,0,Transient,A,1,0,42,0
Online TA,0,No Deposit,0,Group,E,0,1,14,0
Direct,0,No Deposit,0,Transient,D,0,1,72,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,143,0
Online TA,0,No Deposit,0,Transient,Others,1,0,157,0
Offline TA/TO,0,No Deposit,0,Transient,A,0,0,121,0
Corporate,0,No Deposit,0,Transient,D,0,0,6,0
Online TA,0,No Deposit,0,Transient,Others,0,0,129,0
Direct,0,No Deposit,0,Transient,E,0,0,102,0
Online TA,0,No Deposit,0,Transient,E,0,0,152,0
Direct,0,No Deposit,0,Transient-Party,E,1,0,93,0
Online TA,0,No Deposit,0,Transient,D,1,1,134,0
Corporate,1,No Deposit,0,Transient-Party,A,0,0,45,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,0,53,0
Online TA,0,No Deposit,0,Transient,B,0,1,257,0
Online TA,0,No Deposit,0,Transient,E,1,1,0,0
Offline TA/TO,0,No Deposit,0,Transient,D,1,1,4,0
Offline TA/TO,0,No Deposit,0,Transient-Party,D,1,1,36,0
Direct,0,No Deposit,0,Transient-Party,D,0,1,125,0
Offline TA/TO,0,No Deposit,0,Transient-Party,B,0,1,187,0
Online TA,0,No Deposit,0,Contract,A,1,0,0,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,140,0
Direct,0,No Deposit,0,Transient,Others,1,1,43,0
Online TA,0,No Deposit,0,Transient,D,0,0,141,1
Online TA,0,No Deposit,0,Transient,E,0,1,96,0
Direct,0,No Deposit,0,Transient,A,0,1,131,1
Online TA,0,No Deposit,0,Transient,E,1,1,181,0
Online TA,0,No Deposit,0,Transient-Party,Others,0,0,163,0
Direct,0,No Deposit,0,Transient,E,1,0,11,0
Offline TA/TO,0,No Deposit,0,Transient,D,1,0,0,0
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,3,0
Online TA,0,No Deposit,0,Transient,G,1,0,36,0
Online TA,0,No Deposit,0,Transient,D,0,1,82,1
Online TA,0,Refundable,0,Transient,D,0,1,15,1
Direct,0,No Deposit,0,Transient,E,0,0,27,1
Offline TA/TO,0,No Deposit,0,Transient-Party,A,0,1,110,1
Corporate,1,No Deposit,0,Transient,A,0,0,23,1
Direct,0,No Deposit,0,Transient-Party,E,1,1,181,0
Direct,1,No Deposit,0,Transient,A,0,0,45,1
Online TA,0,No Deposit,0,Transient,F,1,1,152,0
Online TA,0,No Deposit,0,Transient,D,0,0,35,1
Online TA,0,No Deposit,0,Transient,A,1,0,165,0
Offline TA/TO,1,No Deposit,0,Transient,A,0,0,16,1
Others,0,No Deposit,0,Transient,F,0,1,0,0
Direct,0,No Deposit,0,Transient,D,0,1,30,0
